rowid,pl_hostname,pl_letter,pl_pnum
1098,Kepler-1160,b,1
1099,Kepler-1161,b,1
1100,Kepler-1162,b,1
1101,Kepler-1163,b,1
1102,Kepler-1164,b,1
1103,Kepler-1165,b,1
1104,Kepler-1166,b,1
1105,Kepler-1167,b,1
1106,Kepler-1168,b,1
1107,Kepler-1169,b,1
1108,Kepler-117,b,2
1109,Kepler-117,c,2
1110,Kepler-1170,b,1
1111,Kepler-1171,b,1
1112,Kepler-1172,b,1
1113,Kepler-1173,b,1
1114,Kepler-1174,b,1
1115,Kepler-1175,b,1
1116,Kepler-1176,b,1
1117,Kepler-1177,b,1
1118,Kepler-1178,b,1
1119,Kepler-1179,b,1
1120,Kepler-118,b,2
1121,Kepler-118,c,2
1122,Kepler-1180,b,1
1123,Kepler-1181,b,1
1124,Kepler-1182,b,1
1125,Kepler-1183,b,1
1126,Kepler-1184,b,1
1127,Kepler-1185,b,1
1128,Kepler-1186,b,1
1129,Kepler-1187,b,1
1130,Kepler-1188,b,1
1131,Kepler-1189,b,1
1132,Kepler-119,b,2
1133,Kepler-119,c,2
1134,Kepler-1190,b,1
1135,Kepler-1191,b,1
1136,Kepler-1192,b,1
1137,Kepler-1193,b,1
1138,Kepler-1194,b,1
1139,Kepler-1195,b,1
1140,Kepler-1196,b,1
1141,Kepler-1197,b,1
1142,Kepler-1198,b,1
1143,Kepler-1199,b,1
1144,Kepler-12,b,1
1145,Kepler-120,b,2
1146,Kepler-120,c,2
1147,Kepler-1200,b,1
1148,Kepler-1201,b,1
1149,Kepler-1202,b,1
1150,Kepler-1203,b,1
1151,Kepler-1204,b,1
1152,Kepler-1205,b,1
1153,Kepler-1206,b,1
1154,Kepler-1207,b,1
1155,Kepler-1208,b,1
1156,Kepler-1209,b,1
1157,Kepler-121,b,2
1158,Kepler-121,c,2
1159,Kepler-1210,b,1
1160,Kepler-1211,b,1
1161,Kepler-1212,b,1
1162,Kepler-1213,b,1
1163,Kepler-1214,b,1
1164,Kepler-1215,b,1
1165,Kepler-1216,b,1
1166,Kepler-1217,b,1
1167,Kepler-1218,b,1
1168,Kepler-1219,b,1
1169,Kepler-122,b,5
1170,Kepler-122,c,5
1171,Kepler-122,d,5
1172,Kepler-122,e,5
1173,Kepler-122,f,5
1174,Kepler-1220,b,1
1175,Kepler-1221,b,1
1176,Kepler-1222,b,1
1177,Kepler-1223,b,1
1178,Kepler-1224,b,1
1179,Kepler-1225,b,1
1180,Kepler-1226,b,1
1181,Kepler-1227,b,1
1182,Kepler-1228,b,1
1183,Kepler-1229,b,1
1184,Kepler-123,b,2
1185,Kepler-123,c,2
1186,Kepler-1230,b,1
1187,Kepler-1231,b,1
1188,Kepler-1232,b,1
1189,Kepler-1233,b,1
1190,Kepler-1234,b,1
1191,Kepler-1235,b,1
1192,Kepler-1236,b,1
1193,Kepler-1237,b,1
1194,Kepler-1238,b,1
1195,Kepler-1239,b,1
1196,Kepler-124,b,3
1197,Kepler-124,c,3
1198,Kepler-124,d,3
1199,Kepler-1240,b,1
1200,Kepler-1241,b,1
1201,Kepler-1242,b,1
1202,Kepler-1243,b,1
1203,Kepler-1244,b,1
1204,Kepler-1245,b,2
1205,Kepler-1245,c,2
1206,Kepler-1246,b,1
1207,Kepler-1247,b,1
1208,Kepler-1248,b,1
1209,Kepler-1249,b,1
1210,Kepler-125,b,2
1211,Kepler-125,c,2
1212,Kepler-1250,b,1
1213,Kepler-1251,b,1
1214,Kepler-1252,b,1
1215,Kepler-1253,b,1
1216,Kepler-1254,b,3
1217,Kepler-1254,c,3
1218,Kepler-1254,d,3
1219,Kepler-1255,b,1
1220,Kepler-1256,b,1
1221,Kepler-1257,b,1
1222,Kepler-1258,b,1
1223,Kepler-1259,b,1
1224,Kepler-126,b,3
1225,Kepler-126,c,3
1226,Kepler-126,d,3
1227,Kepler-1260,b,1
1228,Kepler-1261,b,1
1229,Kepler-1262,b,1
1230,Kepler-1263,b,1
1231,Kepler-1264,b,1
1232,Kepler-1265,b,1
1233,Kepler-1266,b,1
1234,Kepler-1267,b,1
1235,Kepler-1268,b,1
1236,Kepler-1269,b,1
1237,Kepler-127,b,3
1238,Kepler-127,c,3
1239,Kepler-127,d,3
1240,Kepler-1270,b,1
1241,Kepler-1271,b,1
1242,Kepler-1272,b,1
1243,Kepler-1273,b,1
1244,Kepler-1274,b,1
1245,Kepler-1275,b,1
1246,Kepler-1276,b,1
1247,Kepler-1277,b,1
1248,Kepler-1278,b,1
1249,Kepler-1279,b,1
1250,Kepler-128,b,2
1251,Kepler-128,c,2
1252,Kepler-1280,b,1
1253,Kepler-1281,b,1
1254,Kepler-1282,b,1
1255,Kepler-1283,b,1
1256,Kepler-1284,b,1
1257,Kepler-1285,b,1
1258,Kepler-1286,b,1
1259,Kepler-1287,b,1
1260,Kepler-1288,b,1
1261,Kepler-1289,b,1
1262,Kepler-129,b,2
1263,Kepler-129,c,2
1264,Kepler-1290,b,1
1265,Kepler-1291,b,1
1266,Kepler-1292,b,1
1267,Kepler-1293,b,1
1268,Kepler-1294,b,1
1269,Kepler-1295,b,1
1270,Kepler-1296,b,1
1271,Kepler-1297,b,1
1272,Kepler-1298,b,1
1273,Kepler-1299,b,1
1274,Kepler-130,b,3
1275,Kepler-130,c,3
1276,Kepler-130,d,3
1277,Kepler-1300,b,1
1278,Kepler-1301,b,1
1279,Kepler-1302,b,1
1280,Kepler-1303,b,1
1281,Kepler-1304,b,1
1282,Kepler-1305,b,1
1283,Kepler-1306,b,1
1284,Kepler-1307,b,1
1285,Kepler-1308,b,1
1286,Kepler-1309,b,1
1287,Kepler-131,b,2
1288,Kepler-131,c,2
1289,Kepler-1310,b,1
1290,Kepler-1311,b,2
1291,Kepler-1311,c,2
1292,Kepler-1312,b,1
1293,Kepler-1313,b,1
1294,Kepler-1314,b,1
1295,Kepler-1315,b,1
1296,Kepler-1316,b,1
1297,Kepler-1317,b,1
1298,Kepler-1318,b,1
1299,Kepler-1319,b,1
1300,Kepler-132,b,4
1301,Kepler-132,c,4
1302,Kepler-132,d,4
1303,Kepler-132,e,4
1304,Kepler-1320,b,1
1305,Kepler-1321,b,2
1306,Kepler-1321,c,2
1307,Kepler-1322,b,1
1308,Kepler-1323,b,1
1309,Kepler-1324,b,1
1310,Kepler-1325,b,1
1311,Kepler-1326,b,1
1312,Kepler-1327,b,1
1313,Kepler-1328,b,1
1314,Kepler-1329,b,1
1315,Kepler-133,b,2
1316,Kepler-133,c,2
1317,Kepler-1330,b,1
1318,Kepler-1331,b,1
1319,Kepler-1332,b,1
1320,Kepler-1333,b,1
1321,Kepler-1334,b,1
1322,Kepler-1335,b,1
1323,Kepler-1336,b,2
1324,Kepler-1336,c,2
1325,Kepler-1337,b,1
1326,Kepler-1338,b,1
1327,Kepler-1339,b,1
1328,Kepler-134,b,2
1329,Kepler-134,c,2
1330,Kepler-1340,b,1
1331,Kepler-1341,b,1
1332,Kepler-1342,b,1
1333,Kepler-1343,b,1
1334,Kepler-1344,b,1
1335,Kepler-1345,b,1
1336,Kepler-1346,b,1
1337,Kepler-1347,b,1
1338,Kepler-1348,b,1
1339,Kepler-1349,b,1
1340,Kepler-135,b,2
1341,Kepler-135,c,2
1342,Kepler-1350,b,2
1343,Kepler-1350,c,2
1344,Kepler-1351,b,1
1345,Kepler-1352,b,1
1346,Kepler-1353,b,1
1347,Kepler-1354,b,1
1348,Kepler-1355,b,1
1349,Kepler-1356,b,1
1350,Kepler-1357,b,1
1351,Kepler-1358,b,1
1352,Kepler-1359,b,1
1353,Kepler-136,b,2
1354,Kepler-136,c,2
1355,Kepler-1360,b,1
1356,Kepler-1361,b,1
1357,Kepler-1362,b,1
1358,Kepler-1363,b,1
1359,Kepler-1364,b,1
1360,Kepler-1365,b,2
1361,Kepler-1365,c,2
1362,Kepler-1366,b,1
1363,Kepler-1367,b,1
1364,Kepler-1368,b,1
1365,Kepler-1369,b,1
1366,Kepler-137,b,2
1367,Kepler-137,c,2
1368,Kepler-1370,b,2
1369,Kepler-1370,c,2
1370,Kepler-1371,b,2
1371,Kepler-1371,c,2
1372,Kepler-1372,b,1
1373,Kepler-1373,b,1
1374,Kepler-1374,b,1
1375,Kepler-1375,b,1
1376,Kepler-1376,b,1
1377,Kepler-1377,b,1
1378,Kepler-1378,b,1
1379,Kepler-1379,b,1
1380,Kepler-138,b,3
1381,Kepler-138,c,3
1382,Kepler-138,d,3
1383,Kepler-1380,b,1
1384,Kepler-1381,b,1
1385,Kepler-1382,b,1
1386,Kepler-1383,b,1
1387,Kepler-1384,b,1
1388,Kepler-1385,b,1
1389,Kepler-1386,b,1
1390,Kepler-1387,b,1
1391,Kepler-1388,b,4
1392,Kepler-1388,c,4
1393,Kepler-1388,d,4
1394,Kepler-1388,e,4
1395,Kepler-1389,b,1
1396,Kepler-139,b,2
1397,Kepler-139,c,2
1398,Kepler-1390,b,1
1399,Kepler-1391,b,1
1400,Kepler-1392,b,1
1401,Kepler-1393,b,1
1402,Kepler-1394,b,1
1403,Kepler-1395,b,1
1404,Kepler-1396,b,1
1405,Kepler-1397,b,1
1406,Kepler-1398,b,2
1407,Kepler-1398,c,2
1408,Kepler-1399,b,1
1409,Kepler-14,b,1
1410,Kepler-140,b,2
1411,Kepler-140,c,2
1412,Kepler-1400,b,1
1413,Kepler-1401,b,1
1414,Kepler-1402,b,1
1415,Kepler-1403,b,1
1416,Kepler-1404,b,1
1417,Kepler-1405,b,1
1418,Kepler-1406,b,1
1419,Kepler-1407,b,1
1420,Kepler-1408,b,1
1421,Kepler-1409,b,1
1422,Kepler-141,b,2
1423,Kepler-141,c,2
1424,Kepler-1410,b,1
1425,Kepler-1411,b,1
1426,Kepler-1412,b,1
1427,Kepler-1413,b,1
1428,Kepler-1414,b,1
1429,Kepler-1415,b,1
1430,Kepler-1416,b,1
1431,Kepler-1417,b,1
1432,Kepler-1418,b,1
1433,Kepler-1419,b,1
1434,Kepler-142,b,3
1435,Kepler-142,c,3
1436,Kepler-142,d,3
1437,Kepler-1420,b,1
1438,Kepler-1421,b,1
1439,Kepler-1422,b,1
1440,Kepler-1423,b,1
1441,Kepler-1424,b,1
1442,Kepler-1425,b,1
1443,Kepler-1426,b,1
1444,Kepler-1427,b,1
1445,Kepler-1428,b,1
1446,Kepler-1429,b,1
1447,Kepler-143,b,2
1448,Kepler-143,c,2
1449,Kepler-1430,b,1
1450,Kepler-1431,b,1
1451,Kepler-1432,b,1
1452,Kepler-1433,b,1
1453,Kepler-1434,b,1
1454,Kepler-1435,b,1
1455,Kepler-1436,b,1
1456,Kepler-1437,b,1
1457,Kepler-1438,b,1
1458,Kepler-1439,b,1
1459,Kepler-144,b,2
1460,Kepler-144,c,2
1461,Kepler-1440,b,1
1462,Kepler-1441,b,1
1463,Kepler-1442,b,1
1464,Kepler-1443,b,1
1465,Kepler-1444,b,1
1466,Kepler-1445,b,1
1467,Kepler-1446,b,1
1468,Kepler-1447,b,1
1469,Kepler-1448,b,1
1470,Kepler-1449,b,1
1471,Kepler-145,b,2
1472,Kepler-145,c,2
1473,Kepler-1450,b,1
1474,Kepler-1451,b,1
1475,Kepler-1452,b,1
1476,Kepler-1453,b,1
1477,Kepler-1454,b,1
1478,Kepler-1455,b,1
1479,Kepler-1456,b,1
1480,Kepler-1457,b,1
1481,Kepler-1458,b,1
1482,Kepler-1459,b,1
1483,Kepler-146,b,2
1484,Kepler-146,c,2
1485,Kepler-1460,b,1
1486,Kepler-1461,b,1
1487,Kepler-1462,b,1
1488,Kepler-1463,b,1
1489,Kepler-1464,b,2
1490,Kepler-1464,c,2
1491,Kepler-1465,b,1
1492,Kepler-1466,b,1
1493,Kepler-1467,b,1
1494,Kepler-1468,b,2
1495,Kepler-1468,c,2
1496,Kepler-1469,b,1
1497,Kepler-147,b,2
1498,Kepler-147,c,2
1499,Kepler-1470,b,1
1500,Kepler-1471,b,1
1501,Kepler-1472,b,1
1502,Kepler-1473,b,1
1503,Kepler-1474,b,1
1504,Kepler-1475,b,1
1505,Kepler-1476,b,1
1506,Kepler-1477,b,1
1507,Kepler-1478,b,1
1508,Kepler-1479,b,1
1509,Kepler-148,b,3
1510,Kepler-148,c,3
1511,Kepler-148,d,3
1512,Kepler-1480,b,1
1513,Kepler-1481,b,1
1514,Kepler-1482,b,1
1515,Kepler-1483,b,1
1516,Kepler-1484,b,1
1517,Kepler-1485,b,1
1518,Kepler-1486,b,1
1519,Kepler-1487,b,1
1520,Kepler-1488,b,1
1521,Kepler-1489,b,1
1522,Kepler-149,b,3
1523,Kepler-149,c,3
1524,Kepler-149,d,3
1525,Kepler-1490,b,1
1526,Kepler-1491,b,1
1527,Kepler-1492,b,1
1528,Kepler-1493,b,1
1529,Kepler-1494,b,1
1530,Kepler-1495,b,1
1531,Kepler-1496,b,1
1532,Kepler-1497,b,1
1533,Kepler-1498,b,1
1534,Kepler-1499,b,1
1535,Kepler-15,b,1
1536,Kepler-150,b,4
1537,Kepler-150,c,4
1538,Kepler-150,d,4
1539,Kepler-150,e,4
1540,Kepler-1500,b,1
1541,Kepler-1501,b,1
1542,Kepler-1502,b,1
1543,Kepler-1503,b,1
1544,Kepler-1504,b,1
1545,Kepler-1505,b,1
1546,Kepler-1506,b,1
1547,Kepler-1507,b,1
1548,Kepler-1508,b,1
1549,Kepler-1509,b,1
1550,Kepler-151,b,2
1551,Kepler-151,c,2
1552,Kepler-1510,b,1
1553,Kepler-1511,b,1
1554,Kepler-1512,b,1
1555,Kepler-1513,b,1
1556,Kepler-1514,b,1
1557,Kepler-1515,b,1
1558,Kepler-1516,b,1
1559,Kepler-1517,b,1
1560,Kepler-1518,b,1
1561,Kepler-1519,b,1
1562,Kepler-152,b,2
1563,Kepler-152,c,2
1564,Kepler-1520,b,1
1565,Kepler-1521,b,1
1566,Kepler-1522,b,1
1567,Kepler-1523,b,1
1568,Kepler-1524,b,1
1569,Kepler-1525,b,1
1570,Kepler-1526,b,1
1571,Kepler-1527,b,1
1572,Kepler-1528,b,1
1573,Kepler-1529,b,1
1574,Kepler-153,b,2
1575,Kepler-153,c,2
1576,Kepler-1530,b,2
1577,Kepler-1530,c,2
1578,Kepler-1531,b,1
1579,Kepler-1532,b,1
1580,Kepler-1533,b,1
1581,Kepler-1534,b,1
1582,Kepler-1535,b,1
1583,Kepler-1536,b,1
1584,Kepler-1537,b,1
1585,Kepler-1538,b,1
1586,Kepler-1539,b,1
1587,Kepler-154,b,5
1588,Kepler-154,c,5
1589,Kepler-154,d,5
1590,Kepler-154,e,5
1591,Kepler-154,f,5
1592,Kepler-1540,b,1
1593,Kepler-1541,b,1
1594,Kepler-1542,b,4
1595,Kepler-1542,c,4
1596,Kepler-1542,d,4
1597,Kepler-1542,e,4
1598,Kepler-1543,b,1
1599,Kepler-1544,b,1
1600,Kepler-1545,b,1
1601,Kepler-1546,b,1
1602,Kepler-1547,b,1
1603,Kepler-1548,b,1
1604,Kepler-1549,b,1
1605,Kepler-155,b,2
1606,Kepler-155,c,2
1607,Kepler-1550,b,1
1608,Kepler-1551,b,1
1609,Kepler-1552,b,1
1610,Kepler-1553,b,1
1611,Kepler-1554,b,1
1612,Kepler-1555,b,1
1613,Kepler-1556,b,1
1614,Kepler-1557,b,1
1615,Kepler-1558,b,1
1616,Kepler-1559,b,1
1617,Kepler-156,b,2
1618,Kepler-156,c,2
1619,Kepler-1560,b,1
1620,Kepler-1561,b,1
1621,Kepler-1562,b,1
1622,Kepler-1563,b,1
1623,Kepler-1564,b,1
1624,Kepler-1565,b,1
1625,Kepler-1566,b,1
1626,Kepler-1567,b,1
1627,Kepler-1568,b,1
1628,Kepler-1569,b,1
1629,Kepler-157,b,3
1630,Kepler-157,c,3
1631,Kepler-157,d,3
1632,Kepler-1570,b,1
1633,Kepler-1571,b,1
1634,Kepler-1572,b,1
1635,Kepler-1573,b,1
1636,Kepler-1574,b,1
1637,Kepler-1575,b,1
1638,Kepler-1576,b,1
1639,Kepler-1577,b,1
1640,Kepler-1578,b,1
1641,Kepler-1579,b,1
1642,Kepler-158,b,2
1643,Kepler-158,c,2
1644,Kepler-1580,b,1
1645,Kepler-1581,b,1
1646,Kepler-1582,b,1
1647,Kepler-1583,b,1
1648,Kepler-1584,b,1
1649,Kepler-1585,b,1
1650,Kepler-1586,b,1
1651,Kepler-1587,b,1
1652,Kepler-1588,b,1
1653,Kepler-1589,b,1
1654,Kepler-159,b,2
1655,Kepler-159,c,2
1656,Kepler-1590,b,1
1657,Kepler-1591,b,1
1658,Kepler-1592,b,1
1659,Kepler-1593,b,1
1660,Kepler-1594,b,1
1661,Kepler-1595,b,1
1662,Kepler-1596,b,1
1663,Kepler-1597,b,1
1664,Kepler-1598,b,1
1665,Kepler-1599,b,1
1666,Kepler-16,b,1
1667,Kepler-160,b,2
1668,Kepler-160,c,2
1669,Kepler-1600,b,1
1670,Kepler-1601,b,1
1671,Kepler-1602,b,1
1672,Kepler-1603,b,1
1673,Kepler-1604,b,1
1674,Kepler-1605,b,1
1675,Kepler-1606,b,1
1676,Kepler-1607,b,1
1677,Kepler-1608,b,1
1678,Kepler-1609,b,1
1679,Kepler-161,b,2
1680,Kepler-161,c,2
1681,Kepler-1610,b,1
1682,Kepler-1611,b,1
1683,Kepler-1612,b,1
1684,Kepler-1613,b,1
1685,Kepler-1614,b,1
1686,Kepler-1615,b,1
1687,Kepler-1616,b,1
1688,Kepler-1617,b,1
1689,Kepler-1618,b,1
1690,Kepler-1619,b,1
1691,Kepler-162,b,2
1692,Kepler-162,c,2
1693,Kepler-1620,b,1
1694,Kepler-1621,b,1
1695,Kepler-1622,b,1
1696,Kepler-1623,b,1
1697,Kepler-1624,b,1
1698,Kepler-1625,b,1
1699,Kepler-1626,b,1
1700,Kepler-1627,b,1
1701,Kepler-1628,b,1
1702,Kepler-1629,b,1
1703,Kepler-163,b,2
1704,Kepler-163,c,2
1705,Kepler-1630,b,1
1706,Kepler-1631,b,1
1707,Kepler-1632,b,1
1708,Kepler-1633,b,1
1709,Kepler-1634,b,1
1710,Kepler-1635,b,1
1711,Kepler-1636,b,1
1712,Kepler-1637,b,1
1713,Kepler-1638,b,1
1714,Kepler-1639,b,1
1715,Kepler-164,b,3
1716,Kepler-164,c,3
1717,Kepler-164,d,3
1718,Kepler-1640,b,1
1719,Kepler-1641,b,2
1720,Kepler-1641,c,2
1721,Kepler-1642,b,2
1722,Kepler-1642,c,2
1723,Kepler-1643,b,1
1724,Kepler-1644,b,1
1725,Kepler-1645,b,1
1726,Kepler-1646,b,1
1727,Kepler-1647,b,1
1728,Kepler-165,b,2
1729,Kepler-165,c,2
1730,Kepler-166,b,3
1731,Kepler-166,c,3
1732,Kepler-166,d,3
1733,Kepler-167,b,4
1734,Kepler-167,c,4
1735,Kepler-167,d,4
1736,Kepler-167,e,4
1737,Kepler-168,b,2
1738,Kepler-168,c,2
1739,Kepler-169,b,5
1740,Kepler-169,c,5
1741,Kepler-169,d,5
1742,Kepler-169,e,5
1743,Kepler-169,f,5
1744,Kepler-17,b,1
1745,Kepler-170,b,2
1746,Kepler-170,c,2
1747,Kepler-171,b,3
1748,Kepler-171,c,3
1749,Kepler-171,d,3
1750,Kepler-172,b,4
1751,Kepler-172,c,4
1752,Kepler-172,d,4
1753,Kepler-172,e,4
1754,Kepler-173,b,2
1755,Kepler-173,c,2
1756,Kepler-174,b,3
1757,Kepler-174,c,3
1758,Kepler-174,d,3
1759,Kepler-175,b,2
1760,Kepler-175,c,2
1761,Kepler-176,b,4
1762,Kepler-176,c,4
1763,Kepler-176,d,4
1764,Kepler-176,e,4
1765,Kepler-177,b,2
1766,Kepler-177,c,2
1767,Kepler-178,b,3
1768,Kepler-178,c,3
1769,Kepler-178,d,3
1770,Kepler-179,b,2
1771,Kepler-179,c,2
1772,Kepler-18,b,3
1773,Kepler-18,c,3
1774,Kepler-18,d,3
1775,Kepler-180,b,2
1776,Kepler-180,c,2
1777,Kepler-181,b,2
1778,Kepler-181,c,2
1779,Kepler-182,b,2
1780,Kepler-182,c,2
1781,Kepler-183,b,2
1782,Kepler-183,c,2
1783,Kepler-184,b,3
1784,Kepler-184,c,3
1785,Kepler-184,d,3
1786,Kepler-185,b,2
1787,Kepler-185,c,2
1788,Kepler-186,b,5
1789,Kepler-186,c,5
1790,Kepler-186,d,5
1791,Kepler-186,e,5
1792,Kepler-186,f,5
1793,Kepler-187,b,2
1794,Kepler-187,c,2
1795,Kepler-188,b,2
1796,Kepler-188,c,2
1797,Kepler-189,b,2
1798,Kepler-189,c,2
1799,Kepler-19,b,2
1800,Kepler-19,c,2
1801,Kepler-190,b,2
1802,Kepler-190,c,2
1803,Kepler-191,b,3
1804,Kepler-191,c,3
1805,Kepler-191,d,3
1806,Kepler-192,b,3
1807,Kepler-192,c,3
1808,Kepler-192,d,3
1809,Kepler-193,b,2
1810,Kepler-193,c,2
1811,Kepler-194,b,3
1812,Kepler-194,c,3
1813,Kepler-194,d,3
1814,Kepler-195,b,2
1815,Kepler-195,c,2
1816,Kepler-196,b,2
1817,Kepler-196,c,2
1818,Kepler-197,b,4
1819,Kepler-197,c,4
1820,Kepler-197,d,4
1821,Kepler-197,e,4
1822,Kepler-198,b,3
1823,Kepler-198,c,3
1824,Kepler-198,d,3
1825,Kepler-199,b,2
1826,Kepler-199,c,2
1827,Kepler-20,b,5
1828,Kepler-20,c,5
1829,Kepler-20,d,5
1830,Kepler-20,e,5
1831,Kepler-20,f,5
1832,Kepler-200,b,2
1833,Kepler-200,c,2
1834,Kepler-201,b,2
1835,Kepler-201,c,2
1836,Kepler-202,b,2
1837,Kepler-202,c,2
1838,Kepler-203,b,3
1839,Kepler-203,c,3
1840,Kepler-203,d,3
1841,Kepler-204,b,2
1842,Kepler-204,c,2
1843,Kepler-205,b,2
1844,Kepler-205,c,2
1845,Kepler-206,b,3
1846,Kepler-206,c,3
1847,Kepler-206,d,3
1848,Kepler-207,b,3
1849,Kepler-207,c,3
1850,Kepler-207,d,3
1851,Kepler-208,b,4
1852,Kepler-208,c,4
1853,Kepler-208,d,4
1854,Kepler-208,e,4
1855,Kepler-209,b,2
1856,Kepler-209,c,2
1857,Kepler-21,b,1
1858,Kepler-210,b,2
1859,Kepler-210,c,2
1860,Kepler-211,b,2
1861,Kepler-211,c,2
1862,Kepler-212,b,2
1863,Kepler-212,c,2
1864,Kepler-213,b,2
1865,Kepler-213,c,2
1866,Kepler-214,b,2
1867,Kepler-214,c,2
1868,Kepler-215,b,4
1869,Kepler-215,c,4
1870,Kepler-215,d,4
1871,Kepler-215,e,4
1872,Kepler-216,b,2
1873,Kepler-216,c,2
1874,Kepler-217,b,3
1875,Kepler-217,c,3
1876,Kepler-217,d,3
1877,Kepler-218,b,3
1878,Kepler-218,c,3
1879,Kepler-218,d,3
1880,Kepler-219,b,3
1881,Kepler-219,c,3
1882,Kepler-219,d,3
1883,Kepler-22,b,1
1884,Kepler-220,b,4
1885,Kepler-220,c,4
1886,Kepler-220,d,4
1887,Kepler-220,e,4
1888,Kepler-221,b,4
1889,Kepler-221,c,4
1890,Kepler-221,d,4
1891,Kepler-221,e,4
1892,Kepler-222,b,3
1893,Kepler-222,c,3
1894,Kepler-222,d,3
1895,Kepler-223,b,4
1896,Kepler-223,c,4
1897,Kepler-223,d,4
1898,Kepler-223,e,4
1899,Kepler-224,b,4
1900,Kepler-224,c,4
1901,Kepler-224,d,4
1902,Kepler-224,e,4
1903,Kepler-225,b,2
1904,Kepler-225,c,2
1905,Kepler-226,b,3
1906,Kepler-226,c,3
1907,Kepler-226,d,3
1908,Kepler-227,b,2
1909,Kepler-227,c,2
1910,Kepler-228,b,3
1911,Kepler-228,c,3
1912,Kepler-228,d,3
1913,Kepler-229,b,3
1914,Kepler-229,c,3
1915,Kepler-229,d,3
1916,Kepler-23,b,3
1917,Kepler-23,c,3
1918,Kepler-23,d,3
1919,Kepler-230,b,2
1920,Kepler-230,c,2
1921,Kepler-231,b,2
1922,Kepler-231,c,2
1923,Kepler-232,b,2
1924,Kepler-232,c,2
1925,Kepler-233,b,2
1926,Kepler-233,c,2
1927,Kepler-234,b,2
1928,Kepler-234,c,2
1929,Kepler-235,b,4
1930,Kepler-235,c,4
1931,Kepler-235,d,4
1932,Kepler-235,e,4
1933,Kepler-236,b,2
1934,Kepler-236,c,2
1935,Kepler-237,b,2
1936,Kepler-237,c,2
1937,Kepler-238,b,5
1938,Kepler-238,c,5
1939,Kepler-238,d,5
1940,Kepler-238,e,5
1941,Kepler-238,f,5
1942,Kepler-239,b,2
1943,Kepler-239,c,2
1944,Kepler-24,b,4
1945,Kepler-24,c,4
1946,Kepler-24,d,4
1947,Kepler-24,e,4
1948,Kepler-240,b,2
1949,Kepler-240,c,2
1950,Kepler-241,b,2
1951,Kepler-241,c,2
1952,Kepler-242,b,2
1953,Kepler-242,c,2
1954,Kepler-243,b,2
1955,Kepler-243,c,2
1956,Kepler-244,b,3
1957,Kepler-244,c,3
1958,Kepler-244,d,3
1959,Kepler-245,b,4
1960,Kepler-245,c,4
1961,Kepler-245,d,4
1962,Kepler-245,e,4
1963,Kepler-246,b,2
1964,Kepler-246,c,2
1965,Kepler-247,b,3
1966,Kepler-247,c,3
1967,Kepler-247,d,3
1968,Kepler-248,b,2
1969,Kepler-248,c,2
1970,Kepler-249,b,3
1971,Kepler-249,c,3
1972,Kepler-249,d,3
1973,Kepler-25,b,3
1974,Kepler-25,c,3
1975,Kepler-25,d,3
1976,Kepler-250,b,3
1977,Kepler-250,c,3
1978,Kepler-250,d,3
1979,Kepler-251,b,4
1980,Kepler-251,c,4
1981,Kepler-251,d,4
1982,Kepler-251,e,4
1983,Kepler-252,b,2
1984,Kepler-252,c,2
1985,Kepler-253,b,3
1986,Kepler-253,c,3
1987,Kepler-253,d,3
1988,Kepler-254,b,3
1989,Kepler-254,c,3
1990,Kepler-254,d,3
1991,Kepler-255,b,3
1992,Kepler-255,c,3
1993,Kepler-255,d,3
1994,Kepler-256,b,4
1995,Kepler-256,c,4
1996,Kepler-256,d,4
1997,Kepler-256,e,4
1998,Kepler-257,b,3
1999,Kepler-257,c,3
2000,Kepler-257,d,3
2001,Kepler-258,b,2
2002,Kepler-258,c,2
2003,Kepler-259,b,2
2004,Kepler-259,c,2
2005,Kepler-26,b,4
2006,Kepler-26,c,4
2007,Kepler-26,d,4
2008,Kepler-26,e,4
2009,Kepler-260,b,2
2010,Kepler-260,c,2
2011,Kepler-261,b,2
2012,Kepler-261,c,2
2013,Kepler-262,b,2
2014,Kepler-262,c,2
2015,Kepler-263,b,2
2016,Kepler-263,c,2
2017,Kepler-264,b,2
2018,Kepler-264,c,2
2019,Kepler-265,b,4
2020,Kepler-265,c,4
2021,Kepler-265,d,4
2022,Kepler-265,e,4
2023,Kepler-266,b,2
2024,Kepler-266,c,2
2025,Kepler-267,b,3
2026,Kepler-267,c,3
