full_name,name,prefix,diameter,BV,UB,IR,spec_B,spec_T
" 18909 (2000 OE21)",,,10.005,,,,,
" 18910 Nolanreis (2000 OR22)",Nolanreis,,3.406,,,,,
" 18911 (2000 OY31)",,,11.970,,,,,
" 18912 Kayfurman (2000 OM32)",Kayfurman,,4.218,,,,,
" 18913 (2000 OU32)",,,6.972,,,,,
" 18914 (2000 OT35)",,,3.852,,,,,
" 18915 (2000 OR38)",,,7.880,,,,,
" 18916 (2000 OG44)",,,5.6,,,,,
" 18917 (2000 OG48)",,,6.118,,,,,
" 18918 Nishashah (2000 OB50)",Nishashah,,3.945,,,,,
" 18919 (2000 OJ52)",,,,,,,,
" 18920 (2000 OU52)",,,3.699,,,,,
" 18921 (2000 PT7)",,,8.559,,,,,
" 18922 (2000 PU12)",,,7.348,,,,,
" 18923 Jennifersass (2000 PC23)",Jennifersass,,2.624,,,,,
" 18924 Vinjamoori (2000 PV24)",Vinjamoori,,2.521,,,,,
" 18925 (2000 PY25)",,,,,,,,
" 18926 (2000 PO26)",,,,,,,,
" 18927 (2000 PQ26)",,,10.032,,,,,
" 18928 Pontremoli (2000 QH9)",Pontremoli,,6.416,,,,,
" 18929 (2000 QU25)",,,,,,,,
" 18930 Athreya (2000 QW27)",Athreya,,3.905,,,,,
" 18931 (2000 QX31)",,,7.742,,,,,
" 18932 Robinhood (2000 QH35)",Robinhood,,3.750,,,,,
" 18933 (2000 QW36)",,,,,,,,
" 18934 (2000 QY36)",,,9.223,,,,,
" 18935 Alfandmedina (2000 QE37)",Alfandmedina,,2.229,,,,,
" 18936 (2000 QA42)",,,8.526,,,,,
" 18937 (2000 QF42)",,,5.921,,,,,
" 18938 Zarabeth (2000 QU44)",Zarabeth,,5.143,,,,,
" 18939 Sariancel (2000 QZ48)",Sariancel,,10.839,,,,,
" 18940 (2000 QV49)",,,21.423,,,,,
" 18941 (2000 QX50)",,,,,,,,
" 18942 (2000 QE54)",,,,,,,,
" 18943 Elaisponton (2000 QA55)",Elaisponton,,,,,,,
" 18944 Sawilliams (2000 QG61)",Sawilliams,,,,,,,
" 18945 (2000 QH71)",,,,,,,,
" 18946 Massar (2000 QM75)",Massar,,8.684,,,,,
" 18947 Cindyfulton (2000 QV76)",Cindyfulton,,3.351,,,,,
" 18948 Hinkle (2000 QT79)",Hinkle,,6.088,,,,,
" 18949 Tumaneng (2000 QX85)",Tumaneng,,1.949,,,,,
" 18950 Marakessler (2000 QX95)",Marakessler,,,,,,,
" 18951 (2000 QQ98)",,,3.256,,,,,
" 18952 (2000 QF105)",,,13.041,,,,,
" 18953 Laurensmith (2000 QR114)",Laurensmith,,,,,,,
" 18954 Sarahbounds (2000 QT119)",Sarahbounds,,2.759,,,,,
" 18955 (2000 QY122)",,,10.580,,,,,
" 18956 Jessicarnold (2000 QK126)",Jessicarnold,,,,,,,
" 18957 Mijacobsen (2000 QE128)",Mijacobsen,,2.547,,,,,
" 18958 (2000 QL128)",,,15.139,,,,,
" 18959 (2000 QG129)",,,10.397,,,,,
" 18960 (2000 QE130)",,,4.475,,,,,
" 18961 Hampfreeman (2000 QR140)",Hampfreeman,,,,,,,
" 18962 (2000 QV140)",,,,,,,,
" 18963 (2000 QB141)",,,15.511,,,,,
" 18964 Fairhurst (2000 QJ142)",Fairhurst,,3.226,,,,,
" 18965 Lazenby (2000 QR142)",Lazenby,,2.142,,,,,
" 18966 (2000 QO145)",,,1.538,,,,,
" 18967 (2000 QP151)",,,,,,,,
" 18968 (2000 QX152)",,,5.730,,,,,
" 18969 Valfriedmann (2000 QY152)",Valfriedmann,,,,,,,
" 18970 Jenniharper (2000 QU168)",Jenniharper,,,,,,,
" 18971 (2000 QY177)",,,24.839,,,,,
" 18972 (2000 QD190)",,,9.271,,,,,
" 18973 Crouch (2000 QJ193)",Crouch,,,,,,,
" 18974 Brungardt (2000 QX195)",Brungardt,,3.602,,,,,
" 18975 (2000 QZ200)",,,,,,,,
" 18976 Kunilraval (2000 QH206)",Kunilraval,,3.124,,,,,
" 18977 (2000 QK217)",,,6.875,,,,,
" 18978 (2000 QH232)",,,3.946,,,,,
" 18979 Henryfong (2000 RC2)",Henryfong,,4.917,,,,,
" 18980 Johannatang (2000 RY2)",Johannatang,,6.297,,,,,
" 18981 (2000 RT3)",,,4.405,,,,,
" 18982 (2000 RH5)",,,2.885,,,,,
" 18983 Allentran (2000 RG6)",Allentran,,7.069,,,,,
" 18984 Olathe (2000 RA8)",Olathe,,17.629,,,,,
" 18985 (2000 RR21)",,,2.612,,,,,
" 18986 (2000 RF22)",,,,,,,,
" 18987 Irani (2000 RU23)",Irani,,3.577,,,,,
" 18988 (2000 RB24)",,,,,,,,
" 18989 (2000 RV26)",,,6.711,,,,,
" 18990 (2000 RW31)",,,8.034,,,,,
" 18991 Tonivanov (2000 RD35)",Tonivanov,,2.569,,,,,
" 18992 Katharvard (2000 RK40)",Katharvard,,7.295,,,,,
" 18993 (2000 RB43)",,,7.353,,,,,
" 18994 Nhannguyen (2000 RO50)",Nhannguyen,,2.969,,,,,
" 18995 (2000 RF53)",,,,,,,,
" 18996 Torasan (2000 RR53)",Torasan,,22.734,,,,,
" 18997 Mizrahi (2000 RG54)",Mizrahi,,7.126,,,,,
" 18998 (2000 RH55)",,,7.103,,,,,
" 18999 (2000 RC60)",,,,,,,,
" 19000 (2000 RM60)",,,,,,,,
" 19001 (2000 RV60)",,,7.568,,,,,
" 19002 Tongkexue (2000 RD61)",Tongkexue,,2.937,,,,,
" 19003 Erinfrey (2000 RL61)",Erinfrey,,4.677,,,,,
" 19004 Chirayath (2000 RU62)",Chirayath,,1.835,,,,,
" 19005 Teckman (2000 RY64)",Teckman,,,,,,,
" 19006 (2000 RY65)",,,10.612,,,,,
" 19007 Nirajnathan (2000 RD68)",Nirajnathan,,,,,,,
" 19008 Kristibutler (2000 RV70)",Kristibutler,,5.370,,,,,
" 19009 Galenmaly (2000 RF72)",Galenmaly,,8.776,,,,,
" 19010 (2000 RT72)",,,12.851,,,,,
" 19011 (2000 RU75)",,,2.455,,,,,
" 19012 (2000 RZ75)",,,4.564,,,,,
" 19013 (2000 RN76)",,,4.831,,,,,
" 19014 (2000 RW77)",,,,,,,,
" 19015 (2000 RX77)",,,,,,,,
" 19016 (2000 RY78)",,,,,,,,
" 19017 Susanlederer (2000 RH93)",Susanlederer,,,,,,,
" 19018 (2000 RL100)",,,32.111,,,,,
" 19019 Sunflower (2000 SB)",Sunflower,,3.033,,,,,
" 19020 (2000 SC6)",,,42.613,,,,,
" 19021 (2000 SC8)",,,8.852,,,,,
" 19022 Penzel (2000 SR44)",Penzel,,5.246,,,,,
" 19023 Varela (2000 SH111)",Varela,,6.410,,,,,
" 19024 (2000 SS112)",,,9.759,,,,,
" 19025 Arthurpetron (2000 SC117)",Arthurpetron,,2.747,,,,,
" 19026 (2000 SR145)",,,10.640,,,,,
" 19027 (2000 SZ149)",,,6.213,,,,,
" 19028 (2000 SC165)",,,20.600,,,,,
" 19029 Briede (2000 SR205)",Briede,,,,,,,
" 19030 (2000 SJ276)",,,12.940,,,,,
" 19031 (2000 SU295)",,,6.454,,,,,
" 19032 (2053 P-L)",,,8.495,,,,,
" 19033 (2157 P-L)",,,11.005,,,,,
" 19034 Santorini (2554 P-L)",Santorini,,,,,,,
" 19035 (4634 P-L)",,,,,,,,
" 19036 (4642 P-L)",,,2.041,,,,,
" 19037 (4663 P-L)",,,,,,,,
" 19038 (4764 P-L)",,,,,,,,
" 19039 (4844 P-L)",,,,,,,,
" 19040 (4875 P-L)",,,,,,,,
" 19041 (6055 P-L)",,,,,,,,
" 19042 (6104 P-L)",,,8.969,,,,,
" 19043 (6214 P-L)",,,,,,,,
" 19044 (6516 P-L)",,,,,,,,
" 19045 (6593 P-L)",,,2.761,,,,,
" 19046 (7607 P-L)",,,,,,,,
" 19047 (9516 P-L)",,,,,,,,
" 19048 (9567 P-L)",,,8.838,,,,,
" 19049 (1105 T-1)",,,4.244,,,,,
" 19050 (1162 T-1)",,,4.685,,,,,
" 19051 (3210 T-1)",,,,,,,,
" 19052 (1017 T-2)",,,6.999,,,,,
" 19053 (1054 T-2)",,,9.552,,,,,
" 19054 (1058 T-2)",,,8.183,,,,,
" 19055 (1066 T-2)",,,4.031,,,,,
" 19056 (1162 T-2)",,,4.635,,,,,
" 19057 (1166 T-2)",,,2.481,,,,,
" 19058 (1331 T-2)",,,3.058,,,,,
" 19059 (1352 T-2)",,,7.616,,,,,
" 19060 (2176 T-2)",,,,,,,,
" 19061 (2261 T-2)",,,,,,,,
" 19062 (2289 T-2)",,,6.093,,,,,
" 19063 (3147 T-2)",,,8.482,,,,,
" 19064 (3176 T-2)",,,,,,,,
" 19065 (3351 T-2)",,,3.527,,,,,
" 19066 Ellarie (4068 T-2)",Ellarie,,2.711,,,,,
" 19067 (4087 T-2)",,,4.898,,,,,
" 19068 (4232 T-2)",,,,,,,,
" 19069 (5149 T-2)",,,5.301,,,,,
" 19070 (5491 T-2)",,,8.315,,,,,
" 19071 (1047 T-3)",,,4.125,,,,,
" 19072 (1222 T-3)",,,10.822,,,,,
" 19073 (3157 T-3)",,,,,,,,
" 19074 (4236 T-3)",,,10.735,,,,,
" 19075 (4288 T-3)",,,7.148,,,,,
" 19076 (5002 T-3)",,,,,,,,
" 19077 (5123 T-3)",,,,,,,,
" 19078 (5187 T-3)",,,15.806,,,,,
" 19079 Hernandez (1967 KC)",Hernandez,,,,,,,
" 19080 Martinfierro (1970 JB)",Martinfierro,,,,,,,
" 19081 Mravinskij (1973 SX2)",Mravinskij,,5.800,,,,,
" 19082 Vikchernov (1976 QS)",Vikchernov,,,,,,,
" 19083 (1977 DA4)",,,,,,,,
" 19084 (1978 RQ9)",,,3.711,,,,,
" 19085 (1978 UR4)",,,,,,,,
" 19086 (1978 VB3)",,,14.168,,,,,
" 19087 (1978 VT4)",,,9.396,,,,,
" 19088 (1978 VW4)",,,,,,,,
" 19089 (1978 VZ6)",,,6.500,,,,,
" 19090 (1978 VM9)",,,,,,,,
" 19091 (1978 XX)",,,6.929,,,,,
" 19092 (1979 MF2)",,,2.079,,,,,
" 19093 (1979 MM3)",,,11.345,,,,,
" 19094 (1979 MR6)",,,,,,,,
" 19095 (1979 MA8)",,,6.721,,,,,
" 19096 Leonfridman (1979 TY1)",Leonfridman,,4.347,,,,,
" 19097 (1981 EY2)",,,4.914,,,,,
" 19098 (1981 EM3)",,,,,,,,
" 19099 (1981 EC4)",,,6.458,,,,,
" 19100 (1981 EH5)",,,3.872,,,,,
" 19101 (1981 EV6)",,,4.982,,,,,
" 19102 (1981 EH8)",,,2.506,,,,,
" 19103 (1981 ER11)",,,2.496,,,,,
" 19104 (1981 EY13)",,,5.131,,,,,
" 19105 (1981 EB15)",,,2.750,,,,,
" 19106 (1981 EV15)",,,2.712,,,,,
" 19107 (1981 EU19)",,,3.056,,,,,
" 19108 (1981 EV21)",,,4.017,,,,,
" 19109 (1981 EZ23)",,,3.758,,,,,
" 19110 (1981 EF29)",,,8.179,,,,,
" 19111 (1981 EM29)",,,1.911,,,,,
" 19112 (1981 EN31)",,,4.462,,,,,
" 19113 (1981 EB33)",,,,,,,,
" 19114 (1981 EP37)",,,,,,,,
" 19115 (1981 EM39)",,,2.164,,,,,
" 19116 (1981 EZ40)",,,3.260,,,,,
" 19117 (1981 EL41)",,,4.060,,,,,
" 19118 (1981 SD2)",,,4.594,,,,,
" 19119 Dimpna (1981 SG3)",Dimpna,,,,,,,
" 19120 Doronina (1983 PM1)",Doronina,,,,,,,
" 19121 (1985 CY1)",,,7.756,,,,,
" 19122 Amandabosh (1985 VF1)",Amandabosh,,4.411,,,,,
" 19123 Stephenlevine (1986 TP1)",Stephenlevine,,2.583,,,,,
" 19124 (1986 TH3)",,,8.621,,,,,
" 19125 (1987 CH)",,,3.087,,,,,
" 19126 Ottohahn (1987 QW)",Ottohahn,,,,,,,
" 19127 Olegefremov (1987 QH10)",Olegefremov,,,,,,,
" 19128 (1987 YR1)",,,3.549,,,,,
" 19129 Loos (1988 AL1)",Loos,,10.911,,,,,
" 19130 Tytgat (1988 CG2)",Tytgat,,6.300,,,,,
" 19131 (1988 CY3)",,,3.963,,,,,
" 19132 Le Clezio (1988 CL4)","Le Clezio",,8.074,,,,,
" 19133 (1988 PC2)",,,7.007,,,,,
" 19134 (1988 TQ1)",,,,,,,,
" 19135 (1988 XQ)",,,5.041,,,,,
" 19136 Strassmann (1989 AZ6)",Strassmann,,3.941,,,,,
" 19137 Copiapo (1989 CP2)",Copiapo,,4.598,,,,,
" 19138 (1989 EJ1)",,,,,,,,
" 19139 Apian (1989 GJ8)",Apian,,5.643,,,,,
" 19140 Jansmit (1989 RJ2)",Jansmit,,3.958,,,,,
" 19141 Poelkapelle (1989 SB4)",Poelkapelle,,2.956,,,,,
" 19142 Langemarck (1989 SU4)",Langemarck,,1.980,,,,,
" 19143 (1989 SA10)",,,2.441,,,,,
" 19144 (1989 UP1)",,,5.204,,,,,
" 19145 (1989 YC)",,,7.936,,,,,
" 19146 (1989 YY)",,,,,,,,
" 19147 (1989 YV4)",,,,,,,,
" 19148 Alaska (1989 YA5)",Alaska,,10.976,,,,,
" 19149 Boccaccio (1990 EZ2)",Boccaccio,,14.592,,,,,
" 19150 (1990 HY)",,,6.118,,,,,
" 19151 (1990 KD1)",,,4.491,,,,,
" 19152 (1990 OB5)",,,5.058,,,,,
" 19153 (1990 QB3)",,,,,,,,
" 19154 (1990 QX4)",,,,,,,,
" 19155 Lifeson (1990 SX3)",Lifeson,,5.913,,,,,
" 19156 Heco (1990 SE4)",Heco,,5.797,,,,,
" 19157 (1990 SS6)",,,,,,,,
" 19158 (1990 SN7)",,,,,,,,
" 19159 Taenakano (1990 TT)",Taenakano,,6.708,,,,,
" 19160 Chikayoshitomi (1990 TC1)",Chikayoshitomi,,,,,,,
" 19161 (1990 TQ1)",,,,,,,,
" 19162 Wambsganss (1990 TZ1)",Wambsganss,,5.842,,,,,
" 19163 (1990 WE5)",,,1.819,,,,,
" 19164 (1991 AU1)",,,3.368,,,,,
" 19165 (1991 CD)",,,3.464,,,,,
" 19166 (1991 EY1)",,,2.908,,,,,
" 19167 (1991 ED2)",,,,,,,,
" 19168 (1991 EO5)",,,7.763,,,,,
" 19169 (1991 FD)",,,3.298,,,,,
" 19170 (1991 FH)",,,12.603,,,,,
" 19171 (1991 FS)",,,,,,,,
" 19172 (1991 FC4)",,,5.876,,,,,
" 19173 Virginiaterese (1991 GE2)",Virginiaterese,,8.398,,,,,
" 19174 (1991 NS6)",,,6.157,,,,,
" 19175 Peterpiot (1991 PP2)",Peterpiot,,3.695,,,,,
" 19176 (1991 PK3)",,,4.740,,,,,
" 19177 (1991 PJ11)",,,4.687,,,,,
" 19178 Walterbothe (1991 RV2)",Walterbothe,,,,,,,
" 19179 (1991 RK8)",,,5.977,,,,,
" 19180 (1991 RK16)",,,3.731,,,,,
" 19181 (1991 SD1)",,,4.639,,,,,
" 19182 Pitz (1991 TX2)",Pitz,,2.749,,,,,
" 19183 Amati (1991 TB5)",Amati,,3.772,,,,,
" 19184 (1991 TB6)",,,6.723,,,,,
" 19185 Guarneri (1991 TL13)",Guarneri,,3.411,,,,,
" 19186 (1991 VY1)",,,,,,,,
" 19187 (1991 VU2)",,,8.383,,,,,
" 19188 Dittebesard (1991 YT)",Dittebesard,,4.983,,,,,
" 19189 Stradivari (1991 YE1)",Stradivari,,5.458,,,,,
" 19190 Morihiroshi (1992 AM1)",Morihiroshi,,12.049,,,,,
" 19191 (1992 DT2)",,,,,,,,
" 19192 (1992 DY5)",,,5.500,,,,,
" 19193 (1992 DK6)",,,,,,,,
" 19194 (1992 DG7)",,,7.807,,,,,
" 19195 (1992 DM7)",,,,,,,,
" 19196 (1992 DQ7)",,,3.591,,,,,
" 19197 Akasaki (1992 EO)",Akasaki,,13.633,,,,,
" 19198 (1992 ED8)",,,,,,,,
" 19199 (1992 FL3)",,,8.135,,,,,
" 19200 (1992 GU2)",,,,,,,,
" 19201 (1992 GZ4)",,,12.556,,,,,
" 19202 (1992 HN)",,,,,,,,
" 19203 (1992 HJ2)",,,2.152,,,,,
" 19204 Joshuatree (1992 ME)",Joshuatree,,,,,,,
" 19205 (1992 PT)",,,,,,,,
" 19206 (1992 PH4)",,,3.404,,,,,
" 19207 (1992 QS1)",,,7.022,,,,,
" 19208 Starrfield (1992 RW)",Starrfield,,,,,,,
" 19209 (1992 UW2)",,,,,,,,
" 19210 (1992 YE4)",,,,,,,,
" 19211 (1993 DM)",,,3.826,,,,,
" 19212 (1993 FL18)",,,4.681,,,,,
" 19213 (1993 FF21)",,,,,,,,
" 19214 (1993 FT22)",,,,,,,,
" 19215 (1993 FS29)",,,,,,,,
" 19216 (1993 FA37)",,,4.462,,,,,
" 19217 (1993 FE43)",,,,,,,,
" 19218 (1993 FH49)",,,4.367,,,,,
" 19219 (1993 OH5)",,,9.999,,,,,
" 19220 (1993 OX11)",,,9.013,,,,,
" 19221 (1993 PD3)",,,,,,,,
" 19222 (1993 QK1)",,,7.250,,,,,
" 19223 (1993 QH8)",,,9.247,,,,,
" 19224 Orosei (1993 RJ3)",Orosei,,2.226,,,,,
" 19225 (1993 RX5)",,,3.751,,,,,
" 19226 Peiresc (1993 RA8)",Peiresc,,12.785,,,,,
" 19227 (1993 RH16)",,,2.925,,,,,
" 19228 Uemuraikuo (1993 SN1)",Uemuraikuo,,,,,,,
" 19229 (1993 SD5)",,,,,,,,
" 19230 Sugazi (1993 TU)",Sugazi,,,,,,,
" 19231 (1993 TL5)",,,,,,,,
" 19232 (1993 TJ15)",,,,,,,,
" 19233 (1993 UD7)",,,,,,,,
" 19234 Victoriahibbs (1993 VC1)",Victoriahibbs,,3.297,,,,,
" 19235 van Schurman (1993 VS4)","van Schurman",,11.169,,,,,
" 19236 (1993 XV)",,,3.656,,,,,
" 19237 (1994 AP)",,,4.223,,,,,
" 19238 (1994 AV1)",,,4.149,,,,,
" 19239 (1994 AM2)",,,4.974,,,,,
" 19240 (1994 AZ10)",,,,,,,,
" 19241 (1994 BH4)",,,5.046,,,,,
" 19242 (1994 CB1)",,,,,,,,
" 19243 Bunting (1994 CD9)",Bunting,,6.567,,,,,
" 19244 (1994 CX12)",,,6.062,,,,,
" 19245 (1994 EL2)",,,7.830,,,,,
" 19246 (1994 EL7)",,,3.288,,,,,
" 19247 (1994 LO1)",,,,,,,,
" 19248 (1994 PT)",,,7.730,,,,,
" 19249 (1994 PO25)",,,,,,,,
" 19250 (1994 PF26)",,,7.717,,,,,
" 19251 Totziens (1994 RY1)",Totziens,,5.100,,,,,
" 19252 (1994 RG7)",,,,,,,,
" 19253 (1994 RN28)",,,,,,,,
" 19254 (1994 VD7)",,,14.156,,,,,
" 19255 (1994 VK8)",,,,,,,,
" 19256 (1994 WA4)",,,5.974,,,,,
" 19257 (1995 DS5)",,,3.324,,,,,
" 19258 Gongyi (1995 FT20)",Gongyi,,3.028,,,,,
" 19259 (1995 GB)",,,,,,,,
" 19260 (1995 GT)",,,4.522,,,,,
" 19261 (1995 MB)",,,7.299,,,,,
" 19262 (1995 OB1)",,,,,,,,
" 19263 Lavater (1995 OH10)",Lavater,,7.209,,,,,
" 19264 (1995 SE10)",,,3.395,,,,,
" 19265 (1995 SD24)",,,5.776,,,,,
" 19266 (1995 TF1)",,,7.271,,,,,
" 19267 (1995 TB8)",,,4.817,,,,,
" 19268 Morstadt (1995 UZ)",Morstadt,,3.306,,,,,
" 19269 (1995 UQ11)",,,4.629,,,,,
" 19270 (1995 VS8)",,,,,,,,
" 19271 (1995 VG13)",,,,,,,,
" 19272 (1995 WO15)",,,4.575,,,,,
" 19273 (1995 XJ)",,,3.890,,,,,
" 19274 (1995 XA1)",,,,,,,,
" 19275 (1995 XF1)",,,7.768,,,,,
" 19276 (1995 XS4)",,,5.087,,,,,
" 19277 (1995 YD)",,,7.038,,,,,
" 19278 (1995 YN)",,,9.731,,,,,
" 19279 (1995 YC4)",,,7.339,,,,,
" 19280 (1996 AV)",,,10.203,,,,,
" 19281 (1996 AP3)",,,4.506,,,,,
" 19282 Zhangcunhao (1996 AM15)",Zhangcunhao,,8.591,,,,,
" 19283 (1996 BJ2)",,,7.687,,,,,
" 19284 (1996 BU3)",,,8.053,,,,,
" 19285 (1996 CM9)",,,,,,,,
" 19286 (1996 DU)",,,4.838,,,,,
" 19287 Paronelli (1996 DH1)",Paronelli,,9.925,,,,,
" 19288 (1996 FJ5)",,,8.990,,,,,
" 19289 (1996 HY12)",,,,,,,,
" 19290 Schroeder (1996 JR1)",Schroeder,,3.650,,,,,
" 19291 Karelzeman (1996 LF)",Karelzeman,,7.366,,,,,
" 19292 (1996 NG5)",,,2.131,,,,,
" 19293 Dedekind (1996 OF)",Dedekind,,,,,,,
" 19294 Weymouth (1996 PF)",Weymouth,,2.630,,,,,
" 19295 (1996 RC1)",,,,,,,,
" 19296 (1996 RO4)",,,,,,,,
" 19297 (1996 RS24)",,,1.812,,,,,
" 19298 Zhongkeda (1996 SU4)",Zhongkeda,,2.750,,,,,
" 19299 (1996 SZ4)",,,,,,,,
" 19300 (1996 SH6)",,,4.253,,,,,
" 19301 (1996 SF8)",,,4.825,,,,,
" 19302 (1996 TD)",,,2.649,,,,,
" 19303 (1996 TP1)",,,,,,,,
" 19304 (1996 TQ1)",,,,,,,,
" 19305 (1996 TH10)",,,3.868,,,,,
" 19306 Voves (1996 TN12)",Voves,,,,,,,
" 19307 (1996 TG13)",,,,,,,,
" 19308 (1996 TO66)",,,,,,,,
" 19309 (1996 UK1)",,,3.032,,,,,
" 19310 Osawa (1996 VF1)",Osawa,,,,,,,
" 19311 (1996 VF3)",,,9.518,,,,,
" 19312 (1996 VR7)",,,,,,,,
" 19313 (1996 VF8)",,,4.846,,,,,
" 19314 (1996 VT8)",,,,,,,,
" 19315 (1996 VY8)",,,3.718,,,,,
" 19316 (1996 WB)",,,5.399,,,,,
" 19317 (1996 WS1)",,,2.790,,,,,
" 19318 Somanah (1996 XB2)",Somanah,,4.252,,,,,
" 19319 (1996 XX2)",,,3.030,,,,,
" 19320 (1996 XB6)",,,3.847,,,,,
" 19321 (1996 XY7)",,,5.844,,,,,
" 19322 (1996 XQ11)",,,,,,,,
" 19323 (1996 XM13)",,,3.293,,,,,
" 19324 (1996 XA18)",,,3.038,,,,,
" 19325 (1996 XC18)",,,4.128,,,,,
" 19326 (1996 XD19)",,,4.738,,,,,
" 19327 (1996 XH19)",,,12.107,,,,,
" 19328 (1996 XY28)",,,6.715,,,,,
" 19329 (1996 XZ30)",,,,,,,,
" 19330 (1996 XJ31)",,,4.583,,,,,
" 19331 (1996 XL33)",,,2.684,,,,,
" 19332 (1996 YQ1)",,,3.836,,,,,
" 19333 (1996 YT1)",,,5.615,,,,,
" 19334 (1996 YV1)",,,5.677,,,,,
" 19335 (1996 YL2)",,,3.214,,,,,
" 19336 (1997 AF)",,,5.941,,,,,
" 19337 (1997 AT)",,,9.230,,,,,
" 19338 (1997 AB2)",,,5.564,,,,,
" 19339 (1997 AF4)",,,11.044,,,,,
" 19340 (1997 AV4)",,,13.800,,,,,
" 19341 (1997 AQ5)",,,,,,,,
" 19342 (1997 AA7)",,,,,,,,
" 19343 (1997 AR7)",,,,,,,,
" 19344 (1997 AD14)",,,8.770,,,,,
" 19345 (1997 BV2)",,,,,,,,
" 19346 (1997 CG1)",,,5.665,,,,,
" 19347 (1997 CH9)",,,6.404,,,,,
" 19348 Cueca (1997 CL12)",Cueca,,,,,,,
" 19349 Denjoy (1997 CF22)",Denjoy,,4.403,,,,,
" 19350 (1997 CU28)",,,8.667,,,,,
" 19351 (1997 EK)",,,,,,,,
" 19352 (1997 EL)",,,12.037,,,,,
" 19353 Pierrethierry (1997 EQ30)",Pierrethierry,,4.228,,,,,
" 19354 Fredkoehler (1997 FS2)",Fredkoehler,,6.277,,,,,
" 19355 Merpalehmann (1997 FU2)",Merpalehmann,,8.582,,,,,
" 19356 (1997 GH3)",,,0.91,,,,S,
" 19357 (1997 GZ7)",,,10.141,,,,,
" 19358 (1997 GO23)",,,13.392,,,,,
" 19359 (1997 GB35)",,,14.520,,,,,
" 19360 (1997 JS12)",,,6.842,,,,,
" 19361 (1997 KH4)",,,3.866,,,,,
" 19362 (1997 MX3)",,,5.771,,,,,
" 19363 (1997 OL2)",,,8.856,,,,,
" 19364 Semafor (1997 SM1)",Semafor,,7.058,,,,,
" 19365 (1997 VL5)",,,3.221,,,,,
" 19366 Sudingqiang (1997 VZ7)",Sudingqiang,,6.780,,,,,
" 19367 Pink Floyd (1997 XW3)","Pink Floyd",,6.652,,,,,
" 19368 (1997 XZ4)",,,,,,,,
" 19369 (1997 YO)",,,14.305,,,,,
" 19370 Yukyung (1997 YY8)",Yukyung,,8.448,,,,,
" 19371 (1997 YP11)",,,,,,,,
" 19372 (1997 YP13)",,,4.664,,,,,
" 19373 (1997 YC14)",,,,,,,,
" 19374 (1997 YG17)",,,2.193,,,,,
" 19375 (1998 AB5)",,,2.448,,,,,
" 19376 (1998 BE1)",,,2.290,,,,,
" 19377 (1998 BE4)",,,2.628,,,,,
" 19378 (1998 BB7)",,,2.481,,,,,
" 19379 Labrecque (1998 BR7)",Labrecque,,5.273,,,,,
" 19380 (1998 BB11)",,,2.925,,,,,
" 19381 (1998 BB15)",,,,,,,,
" 19382 (1998 BH25)",,,7.131,,,,,
" 19383 Rolling Stones (1998 BZ32)","Rolling Stones",,2.682,,,,,
" 19384 Winton (1998 CP1)",Winton,,,,,,,
" 19385 (1998 CE4)",,,2.922,,,,,
" 19386 Axelcronstedt (1998 CR4)",Axelcronstedt,,3.513,,,,,
" 19387 (1998 DA2)",,,,,,,,
" 19388 (1998 DQ3)",,,3.623,,,,,
" 19389 (1998 DD14)",,,12.893,,,,,
" 19390 (1998 DK14)",,,,,,,,
" 19391 (1998 DR15)",,,,,,,,
" 19392 Oyamada (1998 DW31)",Oyamada,,2.288,,,,,
" 19393 Davidthompson (1998 DT33)",Davidthompson,,,,,,,
" 19394 (1998 DA34)",,,2.366,,,,,
" 19395 Barrera (1998 EP1)",Barrera,,,,,,,
" 19396 (1998 EV1)",,,4.348,,,,,
" 19397 Lagarini (1998 ER3)",Lagarini,,,,,,,
" 19398 Creedence (1998 EM8)",Creedence,,2.379,,,,,
" 19399 (1998 EP10)",,,5.644,,,,,
" 19400 Emileclaus (1998 EC11)",Emileclaus,,,,,,,
" 19401 (1998 ES11)",,,2.247,,,,,
" 19402 (1998 EG14)",,,,,,,,
" 19403 (1998 FA1)",,,3.545,,,,,
" 19404 (1998 FO5)",,,4.652,,,,,
" 19405 (1998 FT8)",,,3.973,,,,,
" 19406 (1998 FM10)",,,4.722,,,,,
" 19407 Standing Bear (1998 FG11)","Standing Bear",,6.633,,,,,
" 19408 (1998 FM11)",,,6.339,,,,,
" 19409 (1998 FA12)",,,3.239,,,,,
" 19410 Guisard (1998 FW14)",Guisard,,2.400,,,,,
" 19411 Collinarnold (1998 FJ22)",Collinarnold,,,,,,,
" 19412 (1998 FC24)",,,4.364,,,,,
" 19413 Grantlewis (1998 FB30)",Grantlewis,,,,,,,
" 19414 (1998 FP32)",,,5.230,,,,,
" 19415 Parvamenon (1998 FC34)",Parvamenon,,5.763,,,,,
" 19416 Benglass (1998 FM34)",Benglass,,,,,,,
" 19417 Madelynho (1998 FG40)",Madelynho,,,,,,,
" 19418 (1998 FL49)",,,3.702,,,,,
" 19419 Pinkham (1998 FO49)",Pinkham,,3.630,,,,,
" 19420 Vivekbuch (1998 FB54)",Vivekbuch,,5.807,,,,,
" 19421 Zachulett (1998 FD56)",Zachulett,,4.852,,,,,
" 19422 (1998 FV56)",,,4.396,,,,,
