City,State,Population,Latitude,Longitude
Red Wing ,MN,15687,44.5660691,-92.5369563
South River,NJ,15682,40.446495,-74.38598309999999
Coos Bay ,OR,15665,43.3665007,-124.2178903
Canby ,OR,15637,45.2622655,-122.6921006
Marco Island ,FL,15634,25.9397412,-81.70753549999999
Overland ,MO,15632,38.7011626,-90.3623381
Powder Springs ,GA,15614,33.8595491,-84.683824
La Palma ,CA,15603,33.8463218,-118.0461393
Jenks ,OK,15590,36.0228734,-95.9683278
West University Place ,TX,15583,29.7180075,-95.43382919999999
Menomonie ,WI,15581,44.8755183,-91.9193422
Great Bend ,KS,15564,38.3644567,-98.7648073
Laurinburg ,NC,15548,34.7740494,-79.46282479999999
Lansdale,PA,15526,40.2414952,-75.2837862
Danville ,KY,15524,37.6456329,-84.77217019999999
Albemarle ,NC,15522,35.3501426,-80.2000578
Shorewood,IL,15521,41.5200305,-88.2017293
Hopatcong,NJ,15491,40.9328762,-74.6593281
Payson,AZ,15486,34.2308684,-111.3251355
Deming ,NM,15480,32.2686981,-107.7586404
Sulphur Springs ,TX,15473,33.1384479,-95.6010668
Eden ,NC,15469,36.4884715,-79.7667026
Greeneville,TN,15440,36.1631574,-82.83098609999999
Troutdale ,OR,15438,45.5392862,-122.3873133
Kaukauna ,WI,15414,44.2780432,-88.27205029999999
Moultrie ,GA,15409,31.1799407,-83.7888387
Center Point ,AL,15408,33.6456583,-86.68360009999999
Lebanon ,IN,15400,40.0483744,-86.4691677
Lebanon ,OR,15397,44.53651190000001,-122.9070339
Hyattsville ,MD,15376,38.9559442,-76.9455301
Secaucus,NJ,15372,40.7895453,-74.05652979999999
West Melbourne ,FL,15328,28.0716832,-80.65338779999999
Depew,NY,15307,42.9039476,-78.6922515
Hermiston ,OR,15297,45.8404101,-119.2894605
Cullman ,AL,15295,34.1748208,-86.8436124
Opa-locka ,FL,15287,25.9023168,-80.25032709999999
Riverdale ,GA,15279,33.5726113,-84.4132594
St. Michael ,MN,15278,45.209964,-93.6649642
Brenham ,TX,15270,30.1668828,-96.39774419999999
Lynn Haven ,FL,15254,30.2454776,-85.64826099999999
Gatesville ,TX,15252,31.4351645,-97.743911
Greensburg ,PA,15249,40.3014581,-79.5389289
La Grange,IL,15244,41.8050314,-87.8692254
Clive ,IA,15234,41.6060873,-93.77235999999999
Montgomery,IL,15229,41.730585,-88.3459048
Hawaiian Gardens ,CA,15229,33.8314045,-118.0728424
Forest Park,IL,15224,41.8794758,-87.81367
Forney ,TX,15223,32.7481845,-96.4719312
Greenfield ,CA,15222,36.3207998,-121.2438138
Fort Thomas ,KY,15222,39.07506070000001,-84.4471633
Batavia ,NY,15202,42.9981156,-78.1875167
Harrison,NJ,15201,40.7464901,-74.1562551
Milton ,GA,15156,34.1321631,-84.30066599999999
Grosse Pointe Woods ,MI,15154,42.4436478,-82.90686029999999
Troy ,AL,15148,31.8087678,-85.969951
Lake Mary ,FL,15143,28.7588833,-81.3178446
Fayetteville ,GA,15136,33.4487257,-84.4549262
Beaver Dam ,WI,15133,43.4577692,-88.837329
Mercedes ,TX,15131,26.1497977,-97.91361119999999
Sterling ,IL,15124,41.788642,-89.69621939999999
Cahokia,IL,15103,38.5708849,-90.1901113
Alexander City ,AL,15080,32.944012,-85.9538532
Arvin ,CA,15070,35.2017986,-118.833105
Westbury,NY,15065,40.7556561,-73.5876273
Rye ,NY,15060,40.9806535,-73.68373989999999
Fillmore ,CA,15053,34.3991639,-118.918154
Crawfordsville ,IN,15043,40.0411536,-86.87445160000001
Newton ,IA,15042,41.7033177,-93.05735330000002
Clearlake ,CA,15040,38.9582307,-122.6263728
Bryant ,AR,15040,34.5959265,-92.48904689999999
Dixon ,IL,15033,41.8389213,-89.47954779999999
Bellevue,WI,15031,44.4643249,-87.9563148
Bridgeton ,MO,15028,38.7669954,-90.41150569999999
Hanover,PA,15025,39.8006553,-76.9830358
Cohoes ,NY,15025,42.7742446,-73.70011869999999
Ham Lake ,MN,15020,45.2502429,-93.2499507
Mount Pleasant ,TX,15011,33.1567863,-94.96826899999999
Kenmore,NY,15002,42.9658907,-78.870036
Scottsboro ,AL,14994,34.6723069,-86.03414629999999
Bridgeview,IL,14991,41.7500323,-87.80422159999999
Paradise Valley,AZ,14990,33.5311541,-111.9426452
Gloversville ,NY,14990,43.0528506,-74.3437467
Covington ,GA,14980,33.5967815,-83.8601827
Bradley,IL,14964,41.14197679999999,-87.8611535
Addison,TX,14964,32.96179,-96.82916850000001
Owosso ,MI,14963,42.9978049,-84.1766358
Ukiah ,CA,14956,39.1501709,-123.2077831
Sunnyside ,WA,14949,46.3237423,-120.0086538
Lady Lake,FL,14940,28.9174855,-81.92286039999999
New Franklin ,OH,14937,40.94172289999999,-81.5415079
Maitland ,FL,14931,28.6277767,-81.36312439999999
Middleburg Heights ,OH,14928,41.3614401,-81.812912
Vienna,VA,14903,38.9012225,-77.2652604
Fraser ,MI,14902,42.539202,-82.9493652
Humble ,TX,14899,29.99883119999999,-95.26215529999999
Pooler ,GA,14875,32.115481,-81.2470574
Reidsville ,NC,14871,36.3548586,-79.6644747
Sharon ,PA,14869,41.2331116,-80.4934035
Elkton,MD,14842,39.60677889999999,-75.83327179999999
Siloam Springs ,AR,14825,36.1881365,-94.54049619999999
Tonawanda ,NY,14819,43.0203347,-78.880315
Calhoun ,GA,14807,34.502587,-84.9510542
Berkley ,MI,14787,42.5030908,-83.1835389
Scottsbluff ,NE,14785,41.8666341,-103.6671662
Murphy ,TX,14779,33.0151205,-96.6130486
Pineville ,LA,14776,31.3224044,-92.4343035
Waycross ,GA,14774,31.2135511,-82.3540178
Ocean City ,NJ,14756,39.2776156,-74.5746001
Indiana,PA,14754,40.6214551,-79.15253489999999
Washington ,PA,14754,40.17396,-80.2461714
Mitchell ,SD,14752,43.7094283,-98.0297992
Johnson City,NY,14727,42.1156308,-75.95880919999999
Boulder City ,NV,14720,35.9782216,-114.8345117
Allouez,WI,14718,44.4774923,-88.0162144
Ozark ,AL,14711,31.459017,-85.640289
North Arlington,NJ,14701,40.788434,-74.1331988
Lindenhurst,IL,14695,42.4105765,-88.02619109999999
Oroville ,CA,14684,39.5137752,-121.556359
Easton,MD,14677,38.7742826,-76.0763305
Grenada ,MS,14664,33.7690049,-89.8084192
Tenafly,NJ,14662,40.9253766,-73.9629154
Panama City Beach ,FL,14642,30.1765914,-85.8054879
Helena ,AL,14639,33.296224,-86.8436004
Jamestown ,ND,14630,46.9105438,-98.7084357
Jennings ,MO,14625,38.7192175,-90.26039030000001
Front Royal,VA,14616,38.9181671,-78.1944446
Bay Village ,OH,14606,41.4847662,-81.92208450000001
Canyon ,TX,14602,34.9803342,-101.9188024
Pacific Grove ,CA,14601,36.6177374,-121.9166215
Ramsey,NJ,14595,41.0573188,-74.1409771
Beacon ,NY,14566,41.5048158,-73.9695832
California City ,CA,14556,35.125801,-117.9859038
Cibolo ,TX,14555,29.561618,-98.2269553
Aurora ,OH,14548,41.3175549,-81.3453858
Canton ,IL,14545,40.5580945,-90.03511669999999
Martinsville ,VA,14543,36.6915262,-79.8725386
Lincoln ,IL,14541,40.1483768,-89.3648183
Graham ,NC,14533,36.0690258,-79.4005756
Phillipsburg,NJ,14528,40.69370989999999,-75.1901761
Eufaula ,AL,14502,31.8912717,-85.1454876
Hereford ,TX,14499,34.8150622,-102.3977036
Streetsboro ,OH,14488,41.2392227,-81.3459405
Lake Wales ,FL,14474,27.9014133,-81.58590989999999
Ripon ,CA,14473,37.7394537,-121.1354141
Sunland Park ,NM,14453,31.796496,-106.5799891
West Park ,FL,14432,25.984536,-80.19893619999999
Berea ,KY,14431,37.568694,-84.2963223
Pottsville ,PA,14405,40.6856456,-76.195499
Traverse City ,MI,14398,44.7630567,-85.62063169999999
Groves ,TX,14393,29.94826949999999,-93.9171155
Washington ,MO,14392,38.55810719999999,-91.01208779999999
Jacksonville ,TX,14367,31.963778,-95.27050419999999
Indianola ,IA,14361,41.3580484,-93.5574376
Stockbridge ,GA,14360,33.5442781,-84.23380929999999
Auburndale ,FL,14353,28.0652975,-81.7886906
River Falls ,WI,14352,44.8613563,-92.6238082
Lebanon ,MO,14336,37.6805967,-92.6637865
Beech Grove ,IN,14316,39.7219884,-86.0899847
Marietta ,OH,14307,39.41535200000001,-81.45484359999999
Glasgow ,KY,14302,36.9958839,-85.91192149999999
Whitewater ,WI,14291,42.83362049999999,-88.7323272
Palmetto ,FL,14284,27.5214269,-82.57231929999999
Athens ,TN,14275,35.4428512,-84.5929898
Corinth ,MS,14253,34.9342548,-88.5222702
Zachary ,LA,14252,30.64851909999999,-91.1564961
Highland Park,NJ,14245,40.4959379,-74.4243178
La Marque ,TX,14236,29.3685674,-94.9713134
Greenwood Village ,CO,14230,39.6172101,-104.9508141
Moberly ,MO,14227,39.4183689,-92.43823669999999
Buffalo ,MN,14222,45.1717846,-93.8747929
Eatontown,NJ,14195,40.2962222,-74.0509725
Oconomowoc ,WI,14172,43.1116731,-88.4992659
Riverdale,IL,14163,41.63336779999999,-87.6331021
Lake St. Louis ,MO,14160,38.7809384,-90.78836040000002
Los Lunas,NM,14153,34.806166,-106.7333599
Highland Park ,MI,14153,42.4055925,-83.096868
Olean ,NY,14149,42.083639,-78.42992699999999
Jasper ,AL,14131,33.8312185,-87.2775053
Vandalia ,OH,14124,39.8906122,-84.1988308
Jasper ,IN,14116,38.3914418,-86.9311094
Tumwater ,WA,14100,47.0073187,-122.9093063
Sault Ste. Marie ,MI,14087,46.4952996,-84.3453169
Hazel Crest,IL,14075,41.571701,-87.6944915
Winder ,GA,14064,33.9926097,-83.7201709
Fort Payne ,AL,14061,34.4442547,-85.7196893
Thibodaux ,LA,14052,29.7957633,-90.82287099999999
Channahon,IL,14030,41.4294753,-88.2286735
Red Bluff ,CA,14025,40.1784886,-122.2358302
Aberdeen ,MD,13993,39.5095556,-76.16411970000001
Greendale,WI,13978,42.9405711,-87.9959191
Dunmore,PA,13978,41.4198027,-75.63241119999999
Culpeper,VA,13977,38.4729632,-77.9962512
Dickson ,TN,13972,36.0770048,-87.3877899
Elizabethton ,TN,13955,36.3487196,-82.21068760000001
Norridge,IL,13954,41.9633641,-87.82728399999999
Moss Point ,MS,13951,30.4115881,-88.53446009999999
Rio Grande City ,TX,13950,26.3797874,-98.8203046
Boone,NC,13945,36.216795,-81.6745517
Washington ,IL,13942,40.7036482,-89.4073123
Butler ,PA,13933,40.8611755,-79.89533279999999
Connersville ,IN,13931,39.6411589,-85.1410748
Crowley ,LA,13922,30.2140928,-92.3745761
Dumas ,TX,13916,35.8653789,-101.9732236
Carthage ,MO,13916,37.176447,-94.31022279999999
Sartell ,MN,13915,45.6216318,-94.2069365
West Columbia ,SC,13914,33.9934867,-81.0739825
Katy ,TX,13913,29.7857853,-95.8243956
Hutchinson ,MN,13913,44.89254830000001,-94.3692926
Callaway ,FL,13899,30.1453538,-85.5743227
Pierre ,SD,13899,44.3683156,-100.3509665
Antioch,IL,13892,42.4772418,-88.0956396
Hartselle ,AL,13888,34.4434282,-86.9352842
Glens Falls ,NY,13877,43.3095164,-73.6440058
Otsego ,MN,13874,45.2741314,-93.5913501
Forest Hill ,TX,13858,32.6720777,-97.26918119999999
Maumee ,OH,13856,41.5628294,-83.65382439999999
Wood Dale ,IL,13855,41.9633625,-87.9789562
Altoona ,IA,13854,41.6435514,-93.47508359999999
Hartford ,WI,13853,43.3177794,-88.3789862
Lyndhurst ,OH,13848,41.5200523,-81.4887315
Las Vegas ,NM,13818,35.5942137,-105.2227978
Collingswood,NJ,13817,39.9181686,-75.07128399999999
Morris ,IL,13812,41.357254,-88.4211785
Foley ,AL,13807,30.4065868,-87.6835974
Yankton ,SD,13798,42.87110879999999,-97.39728129999999
Streator ,IL,13780,41.12086679999999,-88.835352
Cusseta,GA,13754,32.3061354,-84.77704849999999
Tavares ,FL,13746,28.8041579,-81.725632
Jackson ,MO,13744,37.3822732,-89.6662063
Willowick ,OH,13727,41.6331034,-81.46872739999999
Republic ,MO,13715,37.1200526,-93.4801942
North Adams ,MA,13711,42.70091499999999,-73.1087148
Morrisville,NC,13699,35.823483,-78.8255621
Brainerd ,MN,13691,46.3526733,-94.2020084
New Haven ,IN,13685,41.0706042,-85.0144124
McComb ,MS,13684,31.2437872,-90.4531535
Circleville ,OH,13681,39.600618,-82.9460133
New Kensington ,PA,13667,40.5697892,-79.7647705
Gardendale ,AL,13665,33.6601033,-86.8127702
South Daytona ,FL,13662,29.1658158,-81.0044995
Lockhart ,TX,13661,29.8849441,-97.6699996
Kingsland ,GA,13659,30.7999563,-81.68982609999999
Midlothian,IL,13657,41.6253116,-87.7175491
Zionsville,IN,13655,39.9508733,-86.261937
Carpinteria ,CA,13655,34.39888380000001,-119.5184564
Washington Court House ,OH,13654,39.5364511,-83.4390843
Imperial ,CA,13648,32.8475528,-115.5694391
Ammon ,ID,13646,43.4696366,-111.9666355
Middlesex,NJ,13644,40.572603,-74.4926541
Fergus Falls ,MN,13636,46.2835212,-96.0777887
Warsaw ,IN,13627,41.2381,-85.8530469
Warrensville Heights ,OH,13618,41.4323067,-81.5102655
Lake Stevens ,WA,13599,48.01509799999999,-122.0637425
Hutto ,TX,13599,30.54269949999999,-97.5466702
Palos Verdes Estates ,CA,13585,33.8005714,-118.3900737
Whitefish Bay,WI,13584,43.1133444,-87.9000856
Centralia ,IL,13569,38.5285169,-89.1316944
Hewitt ,TX,13561,31.46239019999999,-97.1958377
Conyers ,GA,13545,33.6676103,-84.01769039999999
Bemidji ,MN,13541,47.4875361,-94.8858492
Fairview,NJ,13540,40.8126006,-73.999028
Robbinsdale ,MN,13518,45.032187,-93.3385614
Washougal ,WA,13509,45.5826188,-122.3534247
Longwood ,FL,13493,28.7030519,-81.3384011
Richmond ,TX,13493,29.5821811,-95.76078319999999
Bedford ,IN,13486,38.8611619,-86.4872149
Weston,WI,13447,44.89080209999999,-89.5476204
North Salt Lake ,UT,13446,40.8485564,-111.9068824
Commerce ,CA,13435,34.0005691,-118.1597929
Wixom ,MI,13425,42.5247555,-83.5363268
Hammonton,NJ,13424,39.6365056,-74.8023853
St. Marys ,PA,13409,41.42737380000001,-78.5609398
Oldsmar ,FL,13401,28.0341847,-82.6650992
Livingston ,CA,13400,37.3868826,-120.7235329
Moody ,AL,13400,33.5909365,-86.49081679999999
Whitehall,PA,13400,40.6572331,-75.4985521
McPherson ,KS,13396,38.3708415,-97.66420869999999
Princeton,NJ,13391,40.3572976,-74.6672226
Monroe ,GA,13381,33.7948364,-83.713229
Sharonville ,OH,13377,39.2681136,-84.4132746
Newton ,NC,13372,35.6698552,-81.22147079999999
Chicago Ridge,IL,13366,41.7014217,-87.77921959999999
Baker ,LA,13360,30.5882429,-91.16816299999999
Kuna ,ID,13354,43.4918307,-116.4201223
Hickory Hills ,IL,13326,41.7255879,-87.82505499999999
Hurricane ,UT,13321,37.1752607,-113.2899484
Worthington ,OH,13314,40.0931191,-83.017962
Oakland,NJ,13312,41.0131529,-74.26431430000001
Brookhaven ,MS,13296,31.5790588,-90.4406506
Forrest City ,AR,13281,35.0081474,-90.7898342
Parlier ,CA,13273,36.6116174,-119.5270734
McMinnville ,TN,13270,35.6865889,-85.7801453
Mill Valley ,CA,13268,37.9060368,-122.5449763
Hope Mills,NC,13262,34.9704419,-78.9453056
Lake Station ,IN,13246,41.5750369,-87.23892459999999
Meadville ,PA,13233,41.6414438,-80.15144839999999
Shorewood,WI,13226,43.0891787,-87.8875848
Orangeburg ,SC,13224,33.4918203,-80.8556476
Auburn ,CA,13219,38.8965654,-121.0768901
Geneva ,NY,13216,42.8679836,-76.985557
Oneonta ,NY,13208,42.4528571,-75.0637746
Harrison ,AR,13200,36.2297936,-93.1076765
Gaffney ,SC,13200,35.0717945,-81.64981949999999
Holly Hill ,FL,13199,29.2435916,-81.0375555
Zephyrhills ,FL,13152,28.2336196,-82.18119469999999
Atlantic Beach ,FL,13147,30.3344077,-81.398696
Live Oak ,TX,13142,29.5652286,-98.33640249999999
Hugo ,MN,13139,45.159964,-92.99334119999999
Grover Beach ,CA,13131,35.1216424,-120.6212821
Beach Park,IL,13119,42.4222435,-87.85729549999999
Clermont ,FL,13100,28.5494447,-81.77285429999999
Metuchen,NJ,13098,40.5431598,-74.3632049
Havre de Grace ,MD,13085,39.5492792,-76.09161700000001
Ephrata,PA,13074,40.1798165,-76.17883909999999
Sweetwater ,FL,13072,25.7634334,-80.3731086
New Ulm ,MN,13048,44.3144394,-94.45930179999999
Horizon City ,TX,13043,31.69261209999999,-106.2074793
Warrenville ,IL,13033,41.81780699999999,-88.17340209999999
Muscle Shoals ,AL,13032,34.7448112,-87.66752919999999
Miami ,OK,13027,36.8745146,-94.8774554
Auburn ,IN,13026,41.3669942,-85.0588575
Clemson ,SC,13012,34.6834382,-82.8373654
Malibu ,CA,13009,34.0259216,-118.7797571
Fostoria ,OH,13000,41.156998,-83.41687019999999
St. John,IN,12999,41.4500356,-87.4700381
Glendale ,WI,12992,43.135288,-87.9356423
Perry ,GA,12990,32.4582065,-83.7315723
Greenville ,OH,12983,40.1028264,-84.63301150000001
Wickliffe ,OH,12983,41.6053266,-81.4534492
Claremont ,NH,12968,43.3728635,-72.33787439999999
Stoughton ,WI,12966,42.91694620000001,-89.21789369999999
Bedford ,OH,12965,41.3931096,-81.5365094
Smithfield,NC,12965,35.5084935,-78.3394455
Minden ,LA,12962,32.6154278,-93.2868354
Saraland ,AL,12946,30.820742,-88.07055559999999
Kingston,PA,12943,41.2617481,-75.8968635
Fernley ,NV,12942,39.6079683,-119.2518349
Franklin ,OH,12941,39.5589474,-84.30410739999999
Chippewa Falls ,WI,12929,44.9369054,-91.39293479999999
Swansea,IL,12927,38.5339392,-89.9889936
Clayton ,OH,12906,39.8631101,-84.3605022
West Monroe ,LA,12899,32.5184775,-92.14763529999999
Lewisville,NC,12878,36.0970819,-80.4192216
Hayden ,ID,12873,47.76601609999999,-116.7865815
Mount Dora ,FL,12869,28.8024918,-81.644519
Brecksville ,OH,12851,41.31977630000001,-81.62679039999999
Ottawa ,KS,12850,38.615768,-95.2686366
Sylacauga ,AL,12843,33.1731716,-86.2516406
Richton Park,IL,12842,41.484479,-87.7033787
Pell City ,AL,12841,33.5862149,-86.2860888
Villa Rica ,GA,12838,33.732052,-84.9191081
Solana Beach ,CA,12825,32.991155,-117.2711481
Powell ,OH,12814,40.1578402,-83.07518689999999
San Marino ,CA,12808,34.121397,-118.1064585
Lebanon ,NH,12806,43.6422934,-72.2517569
Roselle Park,NJ,12802,40.6645469,-74.2643133
Sterling ,CO,12800,40.6255415,-103.207709
Blue Ash ,OH,12783,39.2320029,-84.3782734
Bloomsburg,PA,12772,41.003698,-76.4549457
Beatrice ,NE,12769,40.2659269,-96.7466913
St. Ann ,MO,12766,38.7309378,-90.3889622
West Carrollton City ,OH,12761,39.6722812,-84.2521632
Babylon,NY,12760,40.6956552,-73.3256753
Eloy ,AZ,12750,32.7558962,-111.554844
Kerman ,CA,12737,36.72355719999999,-120.059879
Madison ,IN,12716,38.7358933,-85.37995769999999
Fulton ,MO,12707,38.84670819999999,-91.94795859999999
Chesterton,IN,12705,41.6105937,-87.06419919999999
Western Springs,IL,12690,41.8097532,-87.9006155
Englewood ,OH,12686,39.8775553,-84.3021672
Pataskala ,OH,12683,39.9956193,-82.6743341
Beeville ,TX,12682,28.4008319,-97.7483312
La Grande ,OR,12682,45.3245771,-118.0877188
Ringwood,NJ,12681,41.1134289,-74.2454254
Borger ,TX,12677,35.6678203,-101.3973876
Southern Pines,NC,12675,35.1740471,-79.3922539
Bellefontaine ,OH,12665,40.3611643,-83.7596557
Brigantine ,NJ,12647,39.4101171,-74.3645906
Marshall ,MN,12647,44.448423,-95.79119159999999
Cayce ,SC,12646,33.96570910000001,-81.0739827
Happy Valley ,OR,12643,45.446787,-122.5303688
Williston ,ND,12641,48.1469683,-103.6179745
Somerville,NJ,12637,40.5742696,-74.60987999999999
Okmulgee ,OK,12634,35.6266957,-95.9515399
Woodhaven ,MI,12634,42.1389839,-83.24179939999999
Wilton Manors ,FL,12616,26.1603626,-80.13893399999999
Boone ,IA,12614,42.0597047,-93.8802273
Glen Carbon,IL,12607,38.7483814,-89.98315799999999
Bogalusa ,LA,12607,30.7910204,-89.8486858
Port Neches ,TX,12604,29.9913244,-93.9585067
Wilmington ,OH,12603,39.4453393,-83.8285375
Speedway,IN,12594,39.792738,-86.250822
Mountain Home ,AR,12592,36.3353949,-92.381346
El Dorado ,KS,12591,37.81724,-96.8622524
Ionia ,MI,12589,42.9872547,-85.07111739999999
Harper Woods ,MI,12584,42.4330924,-82.92408329999999
Destin ,FL,12563,30.3935337,-86.4957833
Miami Springs ,FL,12534,25.8223198,-80.289495
North Mankato ,MN,12530,44.1732996,-94.033845
Canton ,MS,12520,32.6126381,-90.0367512
University Heights ,OH,12519,41.4978306,-81.53734560000001
Soddy-Daisy ,TN,12511,35.2359025,-85.1907904
St. Helens ,OR,12510,45.8590111,-122.8158185
Bexley ,OH,12507,39.9689532,-82.93768039999999
Vadnais Heights ,MN,12506,45.0574658,-93.0738305
Pewaukee ,WI,12494,43.0542058,-88.21690269999999
Freeport ,TX,12494,28.9541368,-95.35966169999999
Effingham ,IL,12489,39.1200418,-88.5433829
Williamsburg ,VA,12481,37.2707022,-76.7074571
Palos Heights ,IL,12469,41.6680885,-87.7964416
Dover ,OH,12466,40.5206198,-81.4740054
New Carrollton ,MD,12460,38.9657249,-76.88024829999999
Justice,IL,12452,41.7444765,-87.8378337
Levelland ,TX,12450,33.5873164,-102.37796
Half Moon Bay ,CA,12449,37.4635519,-122.4285862
Somerset ,KY,12449,37.0920222,-84.6041084
Lake Forest Park ,WA,12438,47.7538939,-122.2775707
Lake City ,FL,12427,30.1896756,-82.6392899
South Charleston ,WV,12427,38.3685523,-81.69988649999999
Mandeville ,LA,12421,30.35825059999999,-90.06563109999999
Endicott,NY,12411,42.098408,-76.04936839999999
La Grange Park,IL,12404,41.8347535,-87.86172599999999
St. Augustine ,FL,12404,29.9012437,-81.31243409999999
Derby ,CT,12393,41.3206523,-73.0889973
Florham Park,NJ,12389,40.787878,-74.3882072
Mountain Home ,ID,12382,43.1329504,-115.6911975
Winnetka,IL,12371,42.10808340000001,-87.735895
Ridgefield Park,NJ,12370,40.8570442,-74.0215285
Crowley ,TX,12368,32.5790251,-97.3625172
Waukee ,IA,12367,41.6119903,-93.8855768
Conneaut ,OH,12355,41.9475551,-80.5542409
Somerton ,AZ,12346,32.5964404,-114.709677
Herrin ,IL,12337,37.80310559999999,-89.02757439999999
Bainbridge ,GA,12337,30.9037995,-84.57546990000002
Pinehurst,NC,12331,35.1954345,-79.4694767
Gulfport ,FL,12327,27.7483613,-82.7034334
Show Low ,AZ,12324,34.2542084,-110.0298327
Athens ,TX,12320,32.2048735,-95.8555207
Hernando ,MS,12318,34.823987,-89.9937018
Niceville ,FL,12313,30.5168639,-86.48217199999999
Kewanee ,IL,12302,41.2455927,-89.9248303
Peru ,IN,12301,40.7536528,-86.0688811
Woodward ,OK,12299,36.4336481,-99.3903862
East Wenatchee ,WA,12286,47.41568239999999,-120.2931263
Troy ,MO,12270,38.9794922,-90.9806954
Bucyrus ,OH,12252,40.8083909,-82.97546489999999
Markham ,IL,12248,41.5936453,-87.6947699
Avon,IN,12238,39.7628227,-86.3997167
Taylorville ,IL,12238,39.548935,-89.294533
Long Beach ,MS,12234,30.35047509999999,-89.15281759999999
Grass Valley ,CA,12232,39.2190608,-121.0610606
Wauconda,IL,12219,42.2589122,-88.1392474
Cleveland ,MS,12218,33.7440023,-90.7248187
Marion ,AR,12217,35.2145336,-90.1964835
Portales ,NM,12215,34.1861922,-103.3343978
Escanaba ,MI,12214,45.74524659999999,-87.06458010000001
Grand Terrace ,CA,12204,34.0339031,-117.3136544
Hudson ,WI,12196,44.9746896,-92.7568703
Wanaque,NJ,12195,41.0381525,-74.2940378
Patchogue,NY,12194,40.7659783,-73.01934299999999
Helena-West Helena ,AR,12190,34.5291,-90.58999999999999
Rantoul,IL,12189,40.3083672,-88.1558785
Kelso ,WA,12188,46.146779,-122.9084445
Ventnor City ,NJ,12187,39.3403942,-74.4773735
Robstown ,TX,12179,27.7903032,-97.6688843
Monroe ,OH,12178,39.44033599999999,-84.3621634
Franklin Park,PA,12172,40.5834009,-80.0878352
Clawson ,MI,12157,42.5333682,-83.14631659999999
Middletown,DE,12152,39.449556,-75.7163207
North Palm Beach,FL,12149,26.8171165,-80.0590804
Green River ,WY,12149,41.5285757,-109.4662461
Marshall ,MO,12118,39.1230777,-93.1968704
Abbeville ,LA,12103,29.9746502,-92.13429210000001
McFarland ,CA,12098,35.6780104,-119.2292748
Lower Burrell ,PA,12087,40.5849232,-79.7209802
Dunkirk ,NY,12085,42.4795019,-79.3339324
Gladstone ,OR,12079,45.3806761,-122.5948139
Elizabethtown,PA,12069,40.1528719,-76.6027455
West Plains ,MO,12045,36.7281154,-91.8523711
Sauk Rapids ,MN,12013,45.5919097,-94.16610109999999
Kilgore ,TX,12010,32.3862619,-94.87577089999999
Hendersonville ,NC,12005,35.3187279,-82.4609528
Mounds View ,MN,12005,45.1049656,-93.2085582
Excelsior Springs ,MO,12002,39.3391712,-94.22605589999999
Seagoville ,TX,11998,32.6395776,-96.53832279999999
East Liverpool ,OH,11996,40.6186756,-80.5772928
San Anselmo,CA,11986,37.9746458,-122.5616448
Hidalgo ,TX,11984,26.1003547,-98.2630684
Mount Washington ,KY,11980,38.0500627,-85.54578769999999
Somersworth ,NH,11967,43.2617503,-70.8653372
South Sioux City ,NE,11936,42.4648558,-96.4130601
Cocoa Beach ,FL,11920,28.3200067,-80.6075513
West Paterson,NJ,11908,40.8898212,-74.19486739999999
New Providence,NJ,11905,40.6984348,-74.4015405
The Dalles ,OR,11897,45.5945645,-121.1786823
Fort Atkinson ,WI,11895,42.9288944,-88.8370509
East Bethel ,MN,11895,45.3194095,-93.20244869999999
Plano ,IL,11886,41.6628076,-88.5370197
Red Bank,NJ,11866,40.3470543,-74.0643065
Poquoson ,VA,11829,37.1223664,-76.3457773
Chubbuck ,ID,11828,42.9207477,-112.4660912
Riverview ,MI,11817,42.1742073,-83.1793697
Bastrop ,LA,11814,32.7562463,-91.8723497
Lincolnwood,IL,11810,42.0044757,-87.73005940000002
Two Rivers ,WI,11807,44.1538844,-87.5692478
Martinsville ,IN,11800,39.42782529999999,-86.4283279
Picayune ,MS,11787,30.5254692,-89.67950839999999
Evanston ,WY,11781,41.2682794,-110.9632373
Salem ,OH,11781,40.9008923,-80.8567501
Buford ,GA,11780,34.1206564,-84.0043513
Monticello ,MN,11780,45.3055201,-93.7941378
Mooresville,IN,11763,39.6128243,-86.37415999999999
Satellite Beach ,FL,11762,28.1761233,-80.59005189999999
Beaufort ,SC,11755,32.4315813,-80.6698286
Cambridge ,MD,11752,38.5631744,-76.0788292
Lynden ,WA,11737,48.94650439999999,-122.4521073
Tehachapi ,CA,11736,35.1321877,-118.4489739
Loveland ,OH,11734,39.2689476,-84.26382600000001
Federal Heights ,CO,11732,39.8596261,-105.0158511
Amherst ,OH,11724,41.3978217,-82.2223774
Plover,WI,11720,44.4563579,-89.5440069
Brown Deer,WI,11716,43.1633426,-87.9645321
Garden City ,ID,11713,43.6221108,-116.2381744
Marysville ,CA,11700,39.1457253,-121.5913547
Larkspur ,CA,11693,37.9340915,-122.5352539
Irmo,SC,11684,34.0859829,-81.1831513
Uniontown ,PA,11682,39.900076,-79.71643259999999
Fenton ,MI,11678,42.7978061,-83.7049498
Los Alamitos ,CA,11656,33.8032009,-118.0718894
Henderson ,TX,11631,32.1532156,-94.7993802
King City ,CA,11627,36.2127439,-121.1260287
Coatesville ,PA,11624,39.9831616,-75.8238355
